OBJECTID,Station_Name,Street_Address,City,State,ZIP,Station_Phone,Groups_With_Access_Code,Access_Days_Time,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,Charging_Outlets,EV_Network,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Open_Date,EV_Connector_Types,Facility_Type,EV_Pricing
332,DEP GRANT,Turner Dr Johnston Med. Ctr,Smithfield,NC,27577,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.5160824,-78.3343142,2020-06-17 0:00:00,82492,,J1772,,$1 per hour
333,SANFORDEVHORNER,151 S Horner Blvd,Sanford,NC,27330,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.4793917,-79.1798421,2020-06-17 0:00:00,82513,,J1772,,Free
334,FARMERS MARKET,200 Janavel Ave SW,Valdese,NC,28690,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7433633,-81.5645214,2020-06-17 0:00:00,82514,,J1772,,Free
335,SCHAEFFLER,308 Springhill Farm Rd,Fort Mill,SC,29715,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-8,35.09108,-80.926436,2020-06-17 0:00:00,82528,,J1772,,Free
336,SEC EVC,1921 W Gate City Blvd,Greensboro,NC,27403,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0577802,-79.8265585,2020-06-17 0:00:00,82568,,J1772,,Free
337,PIEDMONT EMC,2500 NC-86 PEMC Visitor Lot,Hillsborough,NC,27278,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0455465,-79.0807055,2020-06-17 0:00:00,82601,,J1772,,Free
338,MUNICIPAL LOT,17 State Rd 1107,Granite Falls,NC,28630,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7978147,-81.4303388,2020-06-17 0:00:00,82603,,J1772,,Free
339,DEP GRANT,245 College Rd Johnston Community College,Smithfield,NC,27577,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.5018404,-78.3307037,2020-06-17 0:00:00,82696,,J1772,,$1 per hour
340,GREENVILLE NC,600 Moye Blvd East Carolina University Brody School of Medicine,Greenville,NC,27834,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.6100364,-77.4016689,2020-06-17 0:00:00,82724,,J1772,,Free
341,City of Greenville - One City Place Garage,34 Richardson St,Greenville,SC,29601,864-467-4900,Public,24 hours daily,,2,,2,Non-Networked,200-9,34.851604,-82.400129,2019-08-08 0:00:00,85454,2017-05-01 0:00:00,J1772,PAY_GARAGE,Free
342,City of Greenville - Broad Street Garage,125 E Broad St,Greenville,SC,29601,864-467-4900,Public,24 hours daily,,2,,2,Non-Networked,200-9,34.847118,-82.398001,2019-08-08 0:00:00,85455,2017-06-01 0:00:00,J1772,PAY_GARAGE,Free
343,GREENVILLE NC,Green Mill Run Greenway College Hill Parking Lot,Greenville,NC,27858,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.60235,-77.3620925,2020-06-17 0:00:00,85571,,J1772,,Free
344,WAKECOPUBDECK,216 W Cabbarus st,Raleigh,NC,27601,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7749737,-78.6426111,2020-06-17 0:00:00,85602,,J1772,,Free
345,TOWN HALL,21445 Catawba Ave,Cornelius,NC,28031,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.4824265,-80.8587052,2020-06-17 0:00:00,85648,,J1772,,Free
346,SEYMOUR SR CTR,2551 Homestead Rd,Chapel Hill,NC,27516,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.950315,-79.0630284,2020-06-17 0:00:00,85660,,J1772,,Free
347,Hot Springs Resort & Spa - Campground,247 Bridge St,Hot Springs,NC,28743,828-622-7676,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.893472,-82.824906,2019-12-12 0:00:00,85685,2017-06-01 0:00:00,J1772,CAMPGROUND,Free
348,TOWN HALL,112 Avent Ferry Rd,Holly Springs,NC,27540,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.650398,-78.8342085,2020-06-17 0:00:00,85693,,J1772,,Free
349,GASTON COUNTY,500-598 Henderson St Public Health Division,Gastonia,NC,28052,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2340256,-81.2044974,2020-06-17 0:00:00,85767,,J1772,,Free
350,PIEDMONT TRIAD,8310 W. Market Street,Greensboro,NC,27409,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0937682,-79.9594295,2020-06-17 0:00:00,85770,,J1772,,Free
351,WEST JEFFERSON,414 School Ave,West Jefferson,NC,28694,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.402542,-81.4894211,2020-06-17 0:00:00,85773,,J1772,,$5 per session
352,Western Carolina University,320 Memorial Dr,Cullowhee,NC,28723,828-227-7442,Public,24 hours daily; pay lot from 7am-11pm daily,,2,,2,Non-Networked,200-8,35.311874,-83.183414,2019-10-04 0:00:00,85786,2017-06-28 0:00:00,J1772,COLLEGE_CAMPUS,Free
353,ELM-MARSHALL ST,200-206 E Elm St,Graham,NC,27253,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0694244,-79.3984632,2020-06-17 0:00:00,85790,,J1772,,Free
354,COOLEY LIBRARY,106 W Church St,Nashville,NC,27856,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9735666,-77.9667557,2020-06-17 0:00:00,85869,,J1772,,Free
355,Ingles Market,625 Spartanburg Hwy,Hendersonville,NC,28739,828-692-1368,Public,6am-11pm daily,,2,,2,Non-Networked,GPS,35.306469,-82.456078,2019-10-04 0:00:00,85948,2017-07-01 0:00:00,J1772,GROCERY,Free
356,Holiday Inn Express,107 Upward Crossing Dr,Flat Rock,NC,28731,828-698-8899,Public,24 hours daily; free for guests,,2,,2,Non-Networked,GPS,35.29856,-82.409937,2019-10-04 0:00:00,85954,2017-05-04 0:00:00,J1772,HOTEL,Free
357,Monroe Nissan,5510 W Highway 74,Indian Trail,NC,28110,704-288-3654,Public - Call ahead,Dealership business hours,,1,,1,Non-Networked,200-9,35.060577,-80.631499,2020-06-09 0:00:00,85968,2017-03-01 0:00:00,J1772,CAR_DEALER,Free
358,SPECTRUM BLDG,300 S Tryon St,Charlotte,NC,28202,888-758-4389,Public,24 hours daily,,14,,14,ChargePoint Network,200-8,35.225802,-80.845423,2020-06-17 0:00:00,85987,,J1772,,$0.9 per hour
359,Old Fort Chamber of Commerce,78 B Catawba Ave,Old Fort,NC,28762,828-668-7223,Public,24 hours daily,1,,,1,Non-Networked,200-8,35.628,-82.181309,2019-12-12 0:00:00,86083,2017-07-01 0:00:00,NEMA1450,MUNI_GOV,Free
360,DOWNTOWN,44 W Main St Tourism/Visitor Ctr,Thomasville,NC,27360,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8823047,-80.0835051,2020-06-17 0:00:00,86097,,J1772,,Free
361,DOWNTOWN,Commerce St Depot Parking Lot,Thomasville,NC,27360,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.8834254,-80.0804558,2020-06-17 0:00:00,86098,,J1772,,Free
362,North Hills,4191 The Circle at North Hills,Raleigh,NC,27609,919-881-1146  877-798-3752,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.835836,-78.642624,2019-10-04 0:00:00,86104,2013-07-06 0:00:00,J1772,SHOPPING_CENTER,Free
363,DOWNTOWN,941 Randolph Street Thomasville Chamber of Commerce,Thomasville,NC,27360,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.8688836,-80.0731947,2020-06-17 0:00:00,86206,,J1772,,Free
364,City of Hendersonville - Azalea Parking Lot,301 N King St,Hendersonville,NC,28792,828-697-3000,Public,24 hours daily; pay lot,,1,,1,Non-Networked,200-8,35.316047,-82.458795,2019-10-04 0:00:00,86263,2017-10-01 0:00:00,J1772,PAY_LOT,Free
365,STATION,299 YMCA Cir,Seneca,SC,29678,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.6838041,-82.8595967,2020-06-17 0:00:00,86282,,J1772,,Free
366,TOWN HALL,6405-6415 Kee Ln,Harrisburg,NC,28075,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.326489,-80.6451072,2020-06-17 0:00:00,86788,,J1772,,$0.5 per hour
367,A&ET,4500 Blue Clay Rd Behind NB Building,Castle Hayne,NC,28429,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.3249376,-77.8798428,2020-06-17 0:00:00,86919,,J1772,,Free
368,STARWORKS,100 Russell Dr,Star,NC,27356,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.4064008,-79.7857127,2020-06-17 0:00:00,86942,,J1772,,Free
369,TOWN HALL EV,301 W Main St Town Hall,Carrboro,NC,27510,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9111602,-79.0774957,2020-06-17 0:00:00,86956,,J1772,,Free
370,FLAT ROCK NC,110 Village Center Dr,Flat Rock,NC,28731,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2727122,-82.4415169,2020-06-17 0:00:00,86959,,J1772,,Free
371,Blue Ridge Community College - Brevard Campus,45 Oak Park Dr,Brevard,NC,28712,828-694-1700,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.250058,-82.720567,2019-10-04 0:00:00,86965,2018-01-31 0:00:00,J1772,COLLEGE_CAMPUS,Free
372,16 BROADWAY,16 Broadway,Asheville,NC,28801,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.595823,-82.551586,2020-06-17 0:00:00,87417,,J1772,,"$1.5 per hour, minimum payment of $5, maximum payment of $15, maximum session time is 24 hours"
373,PIEDMONT TRIAD,3940 Arrowhead Blvd,Mebane,NC,27302,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,36.074692,-79.270486,2020-06-17 0:00:00,87572,,J1772,,Free
374,DUKEPTS,2300-2314 Erwin Rd,Durham,NC,27705,888-758-4389,Public,24 hours daily,,4,,4,ChargePoint Network,200-9,36.009416,-78.939453,2020-06-17 0:00:00,87609,,J1772,,$0.75 per hour
375,Ingles Market,1572 Sand Hill Rd,Candler,NC,28715,828-665-2861,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.544017,-82.658267,2019-10-04 0:00:00,87652,2017-09-01 0:00:00,J1772,GROCERY,Free
376,TOWN OF CARY,801 High House Road Bond Park Boathouse,Cary,NC,27513,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.7813041,-78.8255524,2020-06-17 0:00:00,87656,,J1772,,Free
377,CITY OF DURHAM,Corcoran Street Garage,Durham,NC,27701,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.9954727,-78.9025581,2020-06-17 0:00:00,87769,,J1772,,Free
378,City of Archdale - Creekside Park,214 Park Dr,Archdale,NC,27263,336-431-9141,Public,6am-11pm daily,,1,,1,Non-Networked,GPS,35.893721,-79.935725,2019-10-04 0:00:00,87805,2017-09-27 0:00:00,J1772,PARK,Free
379,City of Archdale - City Hall,307 Balfour Dr,Archdale,NC,27263,336-431-9141,Public,6am-11pm daily,,1,,1,Non-Networked,GPS,35.89954,-79.961673,2019-10-04 0:00:00,87806,2017-09-27 0:00:00,J1772,MUNI_GOV,Free
380,COASTAL,111 Chanticleer Dr E,Conway,SC,29526,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,33.7973381,-79.0098219,2020-06-17 0:00:00,87821,,J1772,,Free
381,COASTAL,115 Chanticleer Dr E,Conway,SC,29526,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,33.7972969,-79.0098058,2020-06-17 0:00:00,87822,,J1772,,Free
382,R2I2 & RCPL,763 Fashion Dr,Columbia,SC,29223,888-758-4389,Public,24 hours daily,,6,,6,ChargePoint Network,200-9,34.126378,-80.883248,2020-06-17 0:00:00,87940,,J1772,,Free
383,Town of Sylva - Bridge Park,Railroad Ave,Sylva,NC,28779,828-586-2719,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.374319,-83.224975,2019-10-04 0:00:00,87963,2017-10-01 0:00:00,J1772,PARK,Free
384,DILLSBORO NC,Depot St Town Hall Park,Dillsboro,NC,28275,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.3699824,-83.2491378,2020-06-17 0:00:00,88015,,J1772,,Free
385,QCOM,8041 Arco Corporate Dr,Raleigh,NC,27617,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,200-9,35.9055848,-78.7782844,2020-06-17 0:00:00,88060,,J1772,,"Pricing is based on length of time. $0.75 per hour, and $1.5 per additional hour"
386,HARRIS TEETER,3908 Colony Rd,Charlotte,NC,28211,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.1532746,-80.8254727,2020-06-17 0:00:00,88081,,J1772,,Free
387,EDGERTON ST LOT,250 East Edgerton Street 135 US-301,Dunn,NC,28334,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.3078824,-78.6083708,2020-06-17 0:00:00,88186,,J1772,,Free
388,RSP GARAGE,6621-6665 S Park Dr,Charlotte,NC,28211,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.1528416,-80.8286377,2020-06-17 0:00:00,88291,,J1772,,"Pricing is based on length of time. $1 per hour for the first 3 hours, and $3 per additional hour"
389,KINSTON,2602 W Vernon Ave,Kinston,NC,28504,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.2676171,-77.6195771,2020-06-17 0:00:00,88391,,J1772,,Free
390,KINSTON,421 E Grainger Ave,Kinston,NC,28501,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.2693967,-77.5744782,2020-06-17 0:00:00,88393,,J1772,,Free
391,LOT 1,236 W Front St,Burlington,NC,27215,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0930468,-79.4350964,2020-06-17 0:00:00,88414,,J1772,,Free
392,KINSTON,101 N. Herritage St,Kinston,NC,28501,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.2605226,-77.5827396,2020-06-17 0:00:00,88430,,J1772,,Free
393,ORIENTAL S1,303 South Ave,Oriental,NC,28571,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.0241204,-76.6953025,2020-06-17 0:00:00,88518,,J1772,,Free
394,ORIENTAL S1,507 Church St,Oriental,NC,28571,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.028864,-76.6947925,2020-06-17 0:00:00,88519,,J1772,,Free
395,KINSTON,231 North Carolina Hwy 58,Kinston,NC,28504,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.2331165,-77.5709112,2020-06-17 0:00:00,88592,,J1772,,Free
396,FLOW BMW,2575 Peters Creek Pkwy 2575 peters creek pkwy,Winston-Salem,NC,27127,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0598348,-80.2582143,2020-06-17 0:00:00,88593,,J1772,,Free
397,Asheville Regional Airport - Hourly Parking Lot,61 Terminal Dr,Fletcher,NC,28732,828-684-2226,Public,24 hours daily; pay lot,,2,,2,Non-Networked,200-9,35.434874,-82.537656,2019-10-04 0:00:00,88616,2017-11-23 0:00:00,J1772,AIRPORT,Free
398,WAKE EMC,440 Airport Rd,Louisburg,NC,27549,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.0261361,-78.3318927,2020-06-17 0:00:00,88644,,J1772,,Free
399,OPS. CENTER,172 Wyche St,Henderson,NC,27536,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.3273517,-78.4039895,2020-06-17 0:00:00,88714,,J1772,,Free
400,OPS. CENTER,900 S Beckford Dr,Henderson,NC,27536,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,36.3354869,-78.4312791,2020-06-17 0:00:00,88715,,J1772,,Free
401,SKYNET,2-24 Rankin Ave,Asheville,NC,28801,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.5959224,-82.5538358,2020-06-17 0:00:00,88725,,J1772,,Free
402,SKYNET,45 Wall St,Asheville,NC,28801,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.5949108,-82.5560058,2020-06-17 0:00:00,88727,,J1772,,Free
403,Palmetto Electric Co-op,111 Mathews Dr,Hilton Head Island,SC,29926,843-681-5551,Public,24 hours daily,,1,,1,Non-Networked,200-9,32.209768,-80.702083,2019-07-09 0:00:00,91852,2018-01-01 0:00:00,J1772,UTILITY,Free
404,Popeye's,15 Park Ln,Hilton Head Island,SC,29928,843-715-2961,Public,"10:30am-9pm Sun-W, 10:30am-10pm Th-Sat",,1,,1,Non-Networked,GPS,32.165076,-80.742923,2019-07-09 0:00:00,91853,2018-01-01 0:00:00,J1772,RESTAURANT,Free
405,Kilmarlic Golf Club - Tesla,215 West Side Ln,Powells Point,NC,27966,252-491-4220,Public,24 hours daily; for customers only,,2,,2,Non-Networked,200-8,36.11945,-75.838482,2019-10-04 0:00:00,91854,2018-01-01 0:00:00,TESLA,REC_SPORTS_FACILITY,
406,Smithfield's Chicken 'N Bar-B-Q - Tesla,4670 East Coast Ln,Shallotte,NC,28470,910-754-5522,Public,9:30am-9:30pm daily; for Tesla use only,,1,,1,Non-Networked,200-9,33.962722,-78.417525,2019-10-04 0:00:00,91858,2018-01-01 0:00:00,TESLA,RESTAURANT,Free
407,Apache Family Campground,9700 Kings Rd,Myrtle Beach,SC,29572,843-449-7323,Public,24 hours daily; see office for access,1,1,,2,Non-Networked,200-8,33.768518,-78.789281,2019-07-09 0:00:00,91859,2018-01-01 0:00:00,J1772 NEMA1450,CAMPGROUND,$25 per hour
408,Sandhills Bank,610 International Dr,Myrtle Beach,SC,29579,843-903-1903,Public,9am-5pm M-F,,1,,1,Non-Networked,200-9,33.76083,-78.859249,2019-07-09 0:00:00,91860,2018-01-01 0:00:00,J1772,BANK,
409,Ingles Market,1670 Brown Ave,Waynesville,NC,28786,828-456-8776,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.470142,-83.004869,2019-10-04 0:00:00,91903,2018-01-01 0:00:00,J1772,GROCERY,Free
410,Ingles Market,499 Weaverville Rd,Asheville,NC,28804,828-645-4521,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.672325,-82.581169,2019-10-04 0:00:00,91904,2018-01-01 0:00:00,J1772,GROCERY,Free
411,Blue Ridge Community College - Patton Hall,43-65 W Campus Dr,Flat Rock,NC,28731,828-694-1700,Public,24 hours daily,,2,,2,Non-Networked,GPS,35.307808,-82.426922,2019-10-04 0:00:00,91905,2018-01-01 0:00:00,J1772,COLLEGE_CAMPUS,Free
412,WF EV STATIONS,150 S White St,Wake Forest,NC,27587,888-758-4389,Public,24 hours daily,,1,,1,ChargePoint Network,GPS,35.9781938,-78.5100544,2020-06-17 0:00:00,92409,,J1772,,Free
413,SHUTE PARKING,214 NC-207,Monroe,NC,28112,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.9804918,-80.5493746,2020-06-17 0:00:00,92411,,J1772,,Free
414,NOVEL NODA,424 E 36th St,Charlotte,NC,28205,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.2485619,-80.8065469,2020-06-17 0:00:00,92421,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $3 per additional hour, minimum payment of $2"
415,RCC COLLEGE,1531 Trinity Church Rd,Concord,NC,28027,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.4370465,-80.6594445,2020-06-17 0:00:00,92435,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour"
416,RCC COLLEGE,1333 Jake Alexander Blvd. S,Salisbury,NC,28146,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.639123,-80.4831782,2020-06-17 0:00:00,92444,,J1772,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour"
417,PEMBROKE CHARGE,202 Main St,Pembroke,NC,28372,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,34.6804353,-79.1934142,2020-06-17 0:00:00,92445,,J1772,,Free
418,GREENVILLE NC,Dixon Dr,Greenville,NC,27858,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.6057685,-77.3623529,2020-06-17 0:00:00,92451,,J1772,,Free
419,GASTONIA,330 Dr M.L.K. Jr. Way,Gastonia,NC,28052,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,35.266117,-81.1812969,2020-06-17 0:00:00,92452,,J1772,,Free
420,HILTON HEAD,Sawmill Creek Rd,Bluffton,SC,29910,888-758-4389,Public,24 hours daily,,2,,2,ChargePoint Network,GPS,32.2468945,-80.8328612,2020-06-17 0:00:00,92498,,J1772,,Free
421,Hyatt Place Durham Southpoint,7840 NC Highway 751,Durham,NC,27713,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.900384,-78.961132,2020-06-17 0:00:00,93357,,CHADEMO J1772COMBO,,
422,Courtyard Marriot,3908 Arrow Dr,Raleigh,NC,27612,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.83511,-78.673878,2020-06-17 0:00:00,93358,,CHADEMO J1772COMBO,,
423,Sheetz,1600 Aviation Pkwy,Morrisville,NC,27560,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.855509,-78.795704,2020-06-17 0:00:00,93359,,CHADEMO J1772COMBO,,
424,Sheetz,600 Corporate Center Dr,Raleigh,NC,27607,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.789742,-78.739027,2020-06-17 0:00:00,93360,,CHADEMO J1772COMBO,,
425,Sheetz,4010 CONVENIENCE LN,Cary,NC,27519,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.860412,-78.89456,2020-06-17 0:00:00,93361,,CHADEMO J1772COMBO,,
426,Asheville Outlet Mall,800 Brevard Rd,Asheville,NC,28806,877-455-3833,Public - Card key at all times,24 hours daily,,,2,2,eVgo Network,GPS,35.529573,-82.601858,2020-06-17 0:00:00,93387,,CHADEMO J1772COMBO,,
427,Biltmore Park Town Square,1 Town Square Blvd,Asheville,NC,28803,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.48404,-82.55774,2020-06-17 0:00:00,93388,,CHADEMO J1772COMBO,,
428,BP,9935 Ballantyne Commons Pkwy,Charlotte,NC,28277,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.05452,-80.84605,2020-06-17 0:00:00,93397,,CHADEMO J1772COMBO,,
429,BP,9311 Steele Creek Rd,Charlotte,NC,28273,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.16246,-80.96855,2020-06-17 0:00:00,93398,,CHADEMO J1772COMBO,,
430,Earp's Express,7020 Brighton Park Dr,Charlotte,NC,28227,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.171108,-80.661253,2020-06-17 0:00:00,93399,,CHADEMO J1772COMBO,,
431,BP Highland Creek,5045 Ridge Rd,Charlotte,NC,28269,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.3726,-80.78433,2020-06-17 0:00:00,93400,,CHADEMO J1772COMBO,,
432,BP,3040 Weddington Rd,Matthews,NC,28105,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.084032,-80.731712,2020-06-17 0:00:00,93401,,CHADEMO J1772COMBO,,
433,BP,1327 Shearers Rd,Mooresville,NC,28115,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.535514,-80.800871,2020-06-17 0:00:00,93402,,CHADEMO J1772COMBO,,
434,Spinx,1417 E Washington St,Greenville,SC,29607,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,34.850772,-82.379912,2020-06-17 0:00:00,93403,,CHADEMO J1772COMBO,,
435,Spinx,1504 Boiling Springs Rd,Boiling Springs,SC,29316,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.008019,-81.952243,2020-06-17 0:00:00,93404,,CHADEMO J1772COMBO,,
436,Spinx,901 Marue Dr,Greenville,SC,29605,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,34.821646,-82.416496,2020-06-17 0:00:00,93405,,CHADEMO J1772COMBO,,
437,BP,12922 Walker Branch Rd,Charlotte,NC,28273,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.099375,-80.987905,2020-06-17 0:00:00,93409,,CHADEMO J1772COMBO,,
438,Richland Library,1431 Assembly St,Columbia,SC,29201,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,34.003905,-81.038325,2020-06-17 0:00:00,93417,,CHADEMO J1772COMBO,,
439,BP,2211 Vinnies Way,Charlotte,NC,28214,877-455-3833,Public - Card key at all times,24 hours daily,,,1,1,eVgo Network,GPS,35.336799,-80.962461,2020-06-17 0:00:00,93419,,CHADEMO J1772COMBO,,
